ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000166.SZ,20240226,4.53,4.58,4.51,4.51,4.54,-0.03,-0.6608,781328.44,354454.974
000166.SZ,20240227,4.49,4.57,4.49,4.57,4.51,0.06,1.3304,817936.3,370843.91
000166.SZ,20240228,4.58,4.67,4.51,4.52,4.57,-0.05,-1.0941,1261873.56,580364.167
000166.SZ,20240229,4.49,4.58,4.49,4.58,4.52,0.06,1.3274,893540.85,405278.938
000166.SZ,20240301,4.57,4.59,4.52,4.56,4.58,-0.02,-0.4367,818005.45,372034.239
000166.SZ,20240304,4.58,4.59,4.5,4.52,4.56,-0.04,-0.8772,754273.6,341765.93
000166.SZ,20240305,4.51,4.53,4.49,4.51,4.52,-0.01,-0.2212,648012.04,292066.611
000166.SZ,20240306,4.51,4.57,4.49,4.52,4.51,0.01,0.2217,624250.77,282355.334
000166.SZ,20240307,4.52,4.55,4.48,4.48,4.52,-0.04,-0.885,653077.35,294704.565
000166.SZ,20240308,4.48,4.5,4.45,4.48,4.48,0.0,0.0,422487.98,189120.107
000166.SZ,20240311,4.5,4.57,4.5,4.57,4.48,0.09,2.0089,896395.22,407703.324
000166.SZ,20240312,4.58,4.62,4.55,4.58,4.57,0.01,0.2188,675870.79,309445.442
000166.SZ,20240313,4.58,4.59,4.51,4.52,4.58,-0.06,-1.31,480465.81,217885.629
000166.SZ,20240314,4.52,4.55,4.47,4.49,4.52,-0.03,-0.6637,550462.52,248094.585
000166.SZ,20240315,4.49,4.54,4.44,4.51,4.49,0.02,0.4454,646532.52,289858.599
000166.SZ,20240318,4.54,4.62,4.53,4.6,4.51,0.09,1.9956,1002416.41,458988.084
000166.SZ,20240319,4.61,4.61,4.56,4.57,4.6,-0.03,-0.6522,619958.38,284083.573
000166.SZ,20240320,4.59,4.59,4.53,4.56,4.57,-0.01,-0.2188,488906.35,222898.937
000166.SZ,20240321,4.59,4.61,4.55,4.57,4.56,0.01,0.2193,612466.03,280524.464
000166.SZ,20240322,4.56,4.57,4.47,4.5,4.57,-0.07,-1.5317,600059.5,270979.178
000166.SZ,20240325,4.48,4.51,4.44,4.45,4.5,-0.05,-1.1111,666084.03,297890.838
000166.SZ,20240326,4.45,4.49,4.42,4.47,4.45,0.02,0.4494,492171.26,218999.423
000166.SZ,20240327,4.46,4.5,4.43,4.45,4.47,-0.02,-0.4474,503933.46,224950.065
000166.SZ,20240328,4.43,4.47,4.38,4.42,4.45,-0.03,-0.6742,715912.66,316175.57
000166.SZ,20240329,4.4,4.46,4.4,4.46,4.42,0.04,0.905,600257.86,265717.413
000166.SZ,20240401,4.49,4.54,4.48,4.53,4.46,0.07,1.5695,705024.25,318775.707
000166.SZ,20240402,4.53,4.58,4.5,4.51,4.53,-0.02,-0.4415,732877.31,332236.524
000166.SZ,20240403,4.5,4.54,4.5,4.53,4.51,0.02,0.4435,453144.26,205053.28
000166.SZ,20240408,4.51,4.54,4.45,4.49,4.53,-0.04,-0.883,666202.32,299775.566
000166.SZ,20240409,4.49,4.51,4.45,4.46,4.49,-0.03,-0.6682,529866.1,237361.552
000166.SZ,20240410,4.46,4.48,4.4,4.44,4.46,-0.02,-0.4484,563215.5,250270.774
000166.SZ,20240411,4.42,4.48,4.41,4.43,4.44,-0.01,-0.2252,536022.78,238312.858
000166.SZ,20240412,4.43,4.44,4.34,4.35,4.43,-0.08,-1.8059,529524.45,232184.693
000166.SZ,20240415,4.33,4.48,4.33,4.47,4.35,0.12,2.7586,816589.35,361876.587
000166.SZ,20240416,4.46,4.5,4.42,4.44,4.47,-0.03,-0.6711,793229.2,353695.891
000166.SZ,20240417,4.44,4.47,4.38,4.46,4.44,0.02,0.4505,851769.16,376764.538
000166.SZ,20240418,4.45,4.58,4.44,4.54,4.46,0.08,1.7937,1018573.28,460527.745
000166.SZ,20240419,4.52,4.62,4.51,4.56,4.54,0.02,0.4405,882896.23,403457.931
000166.SZ,20240422,4.55,4.63,4.55,4.57,4.56,0.01,0.2193,626558.84,287695.192
000166.SZ,20240423,4.58,4.59,4.55,4.56,4.57,-0.01,-0.2188,474592.12,216737.228
000166.SZ,20240424,4.56,4.58,4.52,4.55,4.56,-0.01,-0.2193,478637.07,217549.931
000166.SZ,20240425,4.53,4.6,4.51,4.58,4.55,0.03,0.6593,506067.59,230993.753
000166.SZ,20240426,4.71,4.82,4.61,4.8,4.58,0.22,4.8035,2077832.44,978579.57
000166.SZ,20240429,4.81,4.86,4.75,4.78,4.8,-0.02,-0.4167,1758614.69,844366.275
000166.SZ,20240430,4.75,4.77,4.67,4.7,4.78,-0.08,-1.6736,967071.21,455619.16
000166.SZ,20240506,4.75,4.78,4.67,4.68,4.7,-0.02,-0.4255,1052862.32,496527.206
000166.SZ,20240507,4.68,4.69,4.64,4.67,4.68,-0.01,-0.2137,768181.52,358158.704
000166.SZ,20240508,4.66,4.68,4.6,4.61,4.67,-0.06,-1.2848,684124.53,316648.487
000166.SZ,20240509,4.62,4.66,4.62,4.64,4.61,0.03,0.6508,604785.18,280573.949
000166.SZ,20240510,4.64,4.7,4.64,4.69,4.64,0.05,1.0776,677100.17,316499.66
000166.SZ,20240513,4.68,4.73,4.62,4.7,4.69,0.01,0.2132,714378.35,334268.938
000166.SZ,20240514,4.71,4.72,4.66,4.71,4.7,0.01,0.2128,616588.9,289165.841
000166.SZ,20240515,4.73,4.74,4.61,4.61,4.71,-0.1,-2.1231,689820.42,321093.28
000166.SZ,20240516,4.62,4.65,4.58,4.6,4.61,-0.01,-0.2169,528847.6,244045.495
000166.SZ,20240517,4.6,4.68,4.58,4.66,4.6,0.06,1.3043,571632.41,264600.322
000166.SZ,20240520,4.67,4.71,4.65,4.65,4.66,-0.01,-0.2146,694881.37,325085.491
000166.SZ,20240521,4.65,4.66,4.62,4.64,4.65,-0.01,-0.2151,517030.21,239818.98
000166.SZ,20240522,4.65,4.66,4.62,4.64,4.64,0.0,0.0,464539.61,215558.47
000166.SZ,20240523,4.64,4.64,4.57,4.59,4.64,-0.05,-1.0776,596324.18,274291.512
000166.SZ,20240524,4.58,4.61,4.53,4.54,4.59,-0.05,-1.0893,450651.47,206345.068
000166.SZ,20240527,4.54,4.61,4.53,4.6,4.54,0.06,1.3216,558024.93,255174.183
000166.SZ,20240528,4.6,4.61,4.53,4.55,4.6,-0.05,-1.087,415254.61,189643.498
000166.SZ,20240529,4.53,4.59,4.53,4.56,4.55,0.01,0.2198,382161.61,174502.607
000166.SZ,20240530,4.56,4.58,4.52,4.55,4.56,-0.01,-0.2193,383874.81,174697.931
000166.SZ,20240531,4.56,4.61,4.54,4.55,4.55,0.0,0.0,486820.14,222585.94
000166.SZ,20240603,4.55,4.59,4.52,4.56,4.55,0.01,0.2198,569944.48,259772.438
000166.SZ,20240604,4.55,4.57,4.46,4.48,4.56,-0.08,-1.7544,771243.55,347520.066
000166.SZ,20240605,4.48,4.54,4.45,4.49,4.48,0.01,0.2232,651858.31,293719.496
000166.SZ,20240606,4.49,4.52,4.45,4.47,4.49,-0.02,-0.4454,573621.11,256725.114
000166.SZ,20240607,4.47,4.49,4.4,4.49,4.47,0.02,0.4474,590194.45,263217.216
000166.SZ,20240611,4.47,4.51,4.45,4.45,4.49,-0.04,-0.8909,459175.7,205482.925
000166.SZ,20240612,4.45,4.46,4.41,4.43,4.45,-0.02,-0.4494,419219.1,185695.718
000166.SZ,20240613,4.43,4.48,4.42,4.45,4.43,0.02,0.4515,465724.0,207337.219
000166.SZ,20240614,4.44,4.51,4.35,4.5,4.45,0.05,1.1236,1169371.79,518574.99
000166.SZ,20240617,4.46,4.55,4.44,4.55,4.5,0.05,1.1111,881957.65,398247.495
000166.SZ,20240618,4.54,4.58,4.52,4.54,4.55,-0.01,-0.2198,533491.9,242741.136
000166.SZ,20240619,4.55,4.57,4.53,4.54,4.54,0.0,0.0,444068.93,201976.681
000166.SZ,20240620,4.53,4.55,4.48,4.5,4.54,-0.04,-0.8811,402380.81,181354.911
000166.SZ,20240621,4.5,4.52,4.45,4.47,4.5,-0.03,-0.6667,583266.79,261078.221
000166.SZ,20240624,4.46,4.48,4.4,4.4,4.47,-0.07,-1.566,488026.74,216355.085
000166.SZ,20240625,4.41,4.42,4.33,4.33,4.4,-0.07,-1.5909,582353.44,254322.71
000166.SZ,20240626,4.33,4.42,4.33,4.41,4.33,0.08,1.8476,557087.31,244119.139
000166.SZ,20240627,4.41,4.44,4.38,4.4,4.41,-0.01,-0.2268,463282.84,204267.191
000166.SZ,20240628,4.39,4.43,4.29,4.31,4.4,-0.09,-2.0455,860324.88,375462.55
000166.SZ,20240701,4.31,4.34,4.24,4.32,4.31,0.01,0.232,557575.38,240039.117
000166.SZ,20240702,4.32,4.41,4.32,4.35,4.32,0.03,0.6944,606918.47,265463.003
000166.SZ,20240703,4.37,4.39,4.32,4.33,4.35,-0.02,-0.4598,342370.42,148742.955
000166.SZ,20240704,4.33,4.35,4.27,4.28,4.33,-0.05,-1.1547,433529.68,186505.102
000166.SZ,20240705,4.28,4.31,4.24,4.26,4.28,-0.02,-0.4673,565071.63,241054.294
000166.SZ,20240708,4.25,4.28,4.18,4.19,4.26,-0.07,-1.6432,506441.65,214106.174
000166.SZ,20240709,4.21,4.25,4.16,4.22,4.19,0.03,0.716,604262.74,254589.721
000166.SZ,20240710,4.21,4.29,4.2,4.26,4.22,0.04,0.9479,532787.26,226848.234
000166.SZ,20240711,4.3,4.33,4.26,4.29,4.26,0.03,0.7042,563668.21,242407.147
000166.SZ,20240712,4.29,4.3,4.25,4.28,4.29,-0.01,-0.2331,375562.84,160740.642
000166.SZ,20240715,4.28,4.32,4.27,4.29,4.28,0.01,0.2336,320874.06,137873.917
000166.SZ,20240716,4.29,4.35,4.28,4.31,4.29,0.02,0.4662,476932.93,206134.634
000166.SZ,20240717,4.31,4.35,4.31,4.32,4.31,0.01,0.232,451428.05,195412.677
000166.SZ,20240718,4.32,4.35,4.27,4.34,4.32,0.02,0.463,534047.07,230764.268
000166.SZ,20240719,4.34,4.39,4.32,4.38,4.34,0.04,0.9217,562064.29,245409.053
000166.SZ,20240722,4.4,4.43,4.33,4.36,4.38,-0.02,-0.4566,540396.38,236454.247
000166.SZ,20240723,4.36,4.4,4.32,4.33,4.36,-0.03,-0.6881,528175.2,230484.49
000166.SZ,20240724,4.3,4.34,4.28,4.3,4.33,-0.03,-0.6928,422305.93,181943.445
000166.SZ,20240725,4.3,4.35,4.29,4.31,4.3,0.01,0.2326,466746.29,201764.333
000166.SZ,20240726,4.33,4.39,4.32,4.36,4.31,0.05,1.1601,548911.52,239265.621
000166.SZ,20240729,4.36,4.43,4.36,4.4,4.36,0.04,0.9174,512328.96,225681.303
000166.SZ,20240730,4.41,4.42,4.37,4.42,4.4,0.02,0.4545,466777.86,205266.428
000166.SZ,20240731,4.41,4.62,4.4,4.58,4.42,0.16,3.6199,1277347.35,578945.943
000166.SZ,20240801,4.55,4.64,4.53,4.63,4.58,0.05,1.0917,1157218.32,532199.788
000166.SZ,20240802,4.61,4.65,4.56,4.57,4.63,-0.06,-1.2959,618600.05,284269.632
000166.SZ,20240805,4.56,4.61,4.53,4.54,4.57,-0.03,-0.6565,623778.44,284853.016
000166.SZ,20240806,4.55,4.59,4.49,4.52,4.54,-0.02,-0.4405,453427.88,205365.9
000166.SZ,20240807,4.54,4.58,4.51,4.55,4.52,0.03,0.6637,399258.57,181356.628
000166.SZ,20240808,4.55,4.62,4.54,4.59,4.55,0.04,0.8791,510532.73,233992.252
000166.SZ,20240809,4.6,4.62,4.56,4.58,4.59,-0.01,-0.2179,369022.34,169319.267
000166.SZ,20240812,4.57,4.59,4.55,4.58,4.58,0.0,0.0,296532.61,135537.986
000166.SZ,20240813,4.59,4.64,4.56,4.63,4.58,0.05,1.0917,400946.59,184417.788
000166.SZ,20240814,4.63,4.66,4.61,4.62,4.63,-0.01,-0.216,415467.55,192389.648
000166.SZ,20240815,4.6,4.67,4.56,4.6,4.62,-0.02,-0.4329,675829.69,312232.997
000166.SZ,20240816,4.6,4.64,4.58,4.62,4.6,0.02,0.4348,513909.67,237206.378
000166.SZ,20240819,4.62,4.65,4.61,4.63,4.62,0.01,0.2165,441123.28,204180.015
000166.SZ,20240820,4.59,4.6,4.52,4.53,4.57,-0.04,-0.8753,500027.7,227997.809
000166.SZ,20240821,4.56,4.6,4.52,4.55,4.53,0.02,0.4415,483797.67,220710.215
000166.SZ,20240822,4.56,4.58,4.5,4.5,4.55,-0.05,-1.0989,443935.73,201390.271
000166.SZ,20240823,4.52,4.57,4.5,4.55,4.5,0.05,1.1111,423177.05,191901.054
000166.SZ,20240826,4.55,4.58,4.5,4.53,4.55,-0.02,-0.4396,454676.79,206605.129
000166.SZ,20240827,4.53,4.54,4.47,4.5,4.53,-0.03,-0.6623,316003.67,142199.419
000166.SZ,20240828,4.5,4.51,4.45,4.47,4.5,-0.03,-0.6667,346860.24,155393.436
000166.SZ,20240829,4.46,4.54,4.46,4.47,4.47,0.0,0.0,480909.0,216290.736
000166.SZ,20240830,4.47,4.57,4.46,4.52,4.47,0.05,1.1186,794055.98,359779.007
000166.SZ,20240902,4.5,4.5,4.2,4.2,4.52,-0.32,-7.0796,1382027.39,590317.081
000166.SZ,20240903,4.23,4.3,4.22,4.27,4.2,0.07,1.6667,867610.73,369686.2
000166.SZ,20240904,4.25,4.32,4.25,4.3,4.27,0.03,0.7026,612229.78,263010.458
000166.SZ,20240905,4.3,4.33,4.26,4.31,4.3,0.01,0.2326,423497.97,181862.044
000166.SZ,20240906,4.37,4.47,4.32,4.41,4.31,0.1,2.3202,1029039.79,453524.847
000166.SZ,20240909,4.34,4.43,4.33,4.35,4.41,-0.06,-1.3605,609766.75,266591.873
000166.SZ,20240910,4.36,4.37,4.27,4.31,4.35,-0.04,-0.9195,496188.47,213876.346
000166.SZ,20240911,4.29,4.31,4.22,4.25,4.31,-0.06,-1.3921,402190.59,171326.815
000166.SZ,20240912,4.25,4.27,4.21,4.23,4.25,-0.02,-0.4706,347901.2,147533.097
000166.SZ,20240913,4.24,4.28,4.22,4.23,4.23,0.0,0.0,388543.94,165064.402
000166.SZ,20240918,4.23,4.23,4.16,4.2,4.23,-0.03,-0.7092,427171.54,179144.271
000166.SZ,20240919,4.22,4.28,4.19,4.23,4.2,0.03,0.7143,557043.99,235971.805
000166.SZ,20240920,4.23,4.26,4.17,4.24,4.23,0.01,0.2364,583747.13,246283.436
000166.SZ,20240923,4.24,4.26,4.21,4.24,4.24,0.0,0.0,446519.03,189292.583
000166.SZ,20240924,4.28,4.53,4.26,4.52,4.24,0.28,6.6038,1432535.88,632003.388
000166.SZ,20240925,4.59,4.77,4.59,4.65,4.52,0.13,2.8761,1709435.44,800688.365
000166.SZ,20240926,4.63,4.85,4.61,4.84,4.65,0.19,4.086,1684947.79,795750.757
000166.SZ,20240927,4.94,5.2,4.83,5.2,4.84,0.36,7.438,2815061.88,1408962.866
000166.SZ,20240930,5.63,5.72,5.35,5.72,5.2,0.52,10.0,4940834.52,2773797.738
000166.SZ,20241008,6.29,6.29,6.29,6.29,5.72,0.57,9.965,1348109.11,847960.63
000166.SZ,20241009,6.27,6.44,5.66,5.67,6.29,-0.62,-9.8569,7848546.94,4791308.639
000166.SZ,20241010,5.75,5.84,5.4,5.5,5.67,-0.17,-2.9982,4000989.66,2232578.226
000166.SZ,20241011,5.41,5.49,5.28,5.35,5.5,-0.15,-2.7273,2597780.82,1396884.899
000166.SZ,20241014,5.34,5.36,5.11,5.32,5.35,-0.03,-0.5607,2558062.74,1344887.997
000166.SZ,20241015,5.29,5.31,5.13,5.14,5.32,-0.18,-3.3835,1671630.63,875568.172
000166.SZ,20241016,5.07,5.22,5.06,5.13,5.14,-0.01,-0.1946,1602517.4,824254.343
000166.SZ,20241017,5.2,5.32,5.09,5.1,5.13,-0.03,-0.5848,1873660.44,974587.225
000166.SZ,20241018,5.07,5.6,5.03,5.35,5.1,0.25,4.902,3539925.02,1869028.646
000166.SZ,20241021,5.32,5.32,5.2,5.25,5.35,-0.1,-1.8692,2183373.94,1147991.251
000166.SZ,20241022,5.24,5.31,5.23,5.28,5.25,0.03,0.5714,1419670.17,746876.838
000166.SZ,20241023,5.29,5.4,5.23,5.29,5.28,0.01,0.1894,1991828.22,1059064.439
000166.SZ,20241024,5.26,5.32,5.21,5.26,5.29,-0.03,-0.5671,1198401.69,631102.393
000166.SZ,20241025,5.26,5.37,5.25,5.3,5.26,0.04,0.7605,1421135.97,753717.623
000166.SZ,20241028,5.29,5.32,5.26,5.32,5.3,0.02,0.3774,1151077.07,609325.234
000166.SZ,20241029,5.34,5.4,5.21,5.23,5.32,-0.09,-1.6917,1552001.66,821707.639
000166.SZ,20241030,5.24,5.27,5.17,5.23,5.23,0.0,0.0,1096470.36,572239.968
000166.SZ,20241031,5.23,5.41,5.22,5.33,5.23,0.1,1.912,2276986.94,1214916.462
000166.SZ,20241101,5.34,5.41,5.28,5.29,5.33,-0.04,-0.7505,1739647.71,929593.307
000166.SZ,20241104,5.34,5.52,5.31,5.51,5.29,0.22,4.1588,2119315.83,1151202.422
000166.SZ,20241105,5.52,5.74,5.43,5.69,5.51,0.18,3.2668,2916177.88,1644102.519
000166.SZ,20241106,5.73,5.82,5.61,5.66,5.69,-0.03,-0.5272,2889984.92,1650535.861
000166.SZ,20241107,5.6,6.04,5.59,5.99,5.66,0.33,5.8304,3328727.55,1936954.878
000166.SZ,20241108,6.11,6.12,5.83,5.85,5.99,-0.14,-2.3372,2648430.75,1572259.526
000166.SZ,20241111,5.77,5.83,5.69,5.8,5.85,-0.05,-0.8547,1896193.23,1092760.265
000166.SZ,20241112,5.77,5.87,5.63,5.68,5.8,-0.12,-2.069,1626187.91,935889.769
000166.SZ,20241113,5.65,5.74,5.58,5.69,5.68,0.01,0.1761,1313191.39,743357.817
000166.SZ,20241114,5.66,5.78,5.62,5.66,5.69,-0.03,-0.5272,1335941.78,761869.983
000166.SZ,20241115,5.63,5.72,5.44,5.44,5.66,-0.22,-3.8869,1553320.9,866071.09
000166.SZ,20241118,5.45,5.56,5.37,5.44,5.44,0.0,0.0,1353451.83,740126.802
000166.SZ,20241119,5.45,5.51,5.38,5.51,5.44,0.07,1.2868,1010462.94,551126.514
000166.SZ,20241120,5.47,5.53,5.43,5.49,5.51,-0.02,-0.363,802396.8,440177.353
000166.SZ,20241121,5.49,5.54,5.45,5.52,5.49,0.03,0.5464,852590.1,468768.714
000166.SZ,20241122,5.51,5.52,5.26,5.28,5.52,-0.24,-4.3478,1113389.01,601128.917
000166.SZ,20241125,5.28,5.3,5.19,5.27,5.28,-0.01,-0.1894,873650.05,459467.752
000166.SZ,20241126,5.26,5.36,5.25,5.27,5.27,0.0,0.0,646150.97,342333.992
000166.SZ,20241127,5.26,5.35,5.22,5.35,5.27,0.08,1.518,816785.38,431764.723
000166.SZ,20241128,5.35,5.38,5.3,5.31,5.35,-0.04,-0.7477,685902.2,366080.7
000166.SZ,20241129,5.3,5.51,5.28,5.36,5.31,0.05,0.9416,1435767.71,773779.949
000166.SZ,20241202,5.32,5.46,5.31,5.44,5.36,0.08,1.4925,1108698.33,600203.173
000166.SZ,20241203,5.43,5.47,5.37,5.44,5.44,0.0,0.0,884229.3,478497.467
000166.SZ,20241204,5.42,5.46,5.35,5.38,5.44,-0.06,-1.1029,749272.11,404953.023
000166.SZ,20241205,5.36,5.45,5.35,5.43,5.38,0.05,0.9294,772574.6,418519.857
000166.SZ,20241206,5.43,5.55,5.4,5.52,5.43,0.09,1.6575,1136925.68,624852.687
000166.SZ,20241209,5.5,5.53,5.4,5.45,5.52,-0.07,-1.2681,863548.08,472193.955
000166.SZ,20241210,5.7,5.72,5.46,5.48,5.45,0.03,0.5505,1510844.49,841455.144
000166.SZ,20241211,5.47,5.54,5.46,5.51,5.48,0.03,0.5474,855580.68,471722.158
000166.SZ,20241212,5.52,5.62,5.49,5.58,5.51,0.07,1.2704,1077370.02,597864.164
000166.SZ,20241213,5.53,5.53,5.41,5.44,5.58,-0.14,-2.509,1272804.77,695936.316
000166.SZ,20241216,5.42,5.44,5.35,5.38,5.44,-0.06,-1.1029,762630.97,410829.784
000166.SZ,20241217,5.36,5.41,5.33,5.37,5.38,-0.01,-0.1859,736214.43,395701.789
000166.SZ,20241218,5.37,5.46,5.36,5.38,5.35,0.03,0.5607,829136.18,448861.781
000166.SZ,20241219,5.35,5.38,5.3,5.37,5.38,-0.01,-0.1859,718081.98,383809.643
000166.SZ,20241220,5.37,5.45,5.35,5.41,5.37,0.04,0.7449,676512.53,365336.906
000166.SZ,20241223,5.41,5.46,5.35,5.36,5.41,-0.05,-0.9242,708081.73,382933.436
000166.SZ,20241224,5.36,5.51,5.36,5.49,5.36,0.13,2.4254,1162159.31,633714.3
000166.SZ,20241225,5.49,5.51,5.42,5.49,5.49,0.0,0.0,726488.09,396767.37
000166.SZ,20241226,5.48,5.48,5.42,5.43,5.49,-0.06,-1.0929,700651.45,381392.376
000166.SZ,20241227,5.44,5.63,5.43,5.53,5.43,0.1,1.8416,1771079.43,980038.521
000166.SZ,20241230,5.53,5.62,5.51,5.59,5.53,0.06,1.085,1101616.83,614385.63
000166.SZ,20241231,5.59,5.61,5.35,5.35,5.59,-0.24,-4.2934,1218712.76,666714.783
000166.SZ,20250102,5.34,5.35,5.01,5.06,5.35,-0.29,-5.4206,1705934.98,881074.737
000166.SZ,20250103,5.07,5.08,4.95,4.97,5.06,-0.09,-1.7787,961888.24,481981.882
000166.SZ,20250106,4.96,5.02,4.93,4.98,4.97,0.01,0.2012,775744.91,385686.17
000166.SZ,20250107,4.98,5.05,4.96,5.03,4.98,0.05,1.004,636025.53,317768.33
000166.SZ,20250108,5.02,5.03,4.89,5.01,5.03,-0.02,-0.3976,857109.07,425665.566
000166.SZ,20250109,4.97,5.0,4.9,4.92,5.01,-0.09,-1.7964,621689.86,307549.492
000166.SZ,20250110,4.91,4.96,4.87,4.87,4.92,-0.05,-1.0163,576056.31,283261.984
000166.SZ,20250113,4.82,4.94,4.8,4.92,4.87,0.05,1.0267,601529.16,294673.938
000166.SZ,20250114,4.92,5.06,4.91,5.04,4.92,0.12,2.439,988248.53,494921.116
000166.SZ,20250115,5.04,5.13,5.01,5.1,5.04,0.06,1.1905,904327.06,460344.078
000166.SZ,20250116,5.13,5.15,5.02,5.06,5.1,-0.04,-0.7843,647929.48,328838.409
000166.SZ,20250117,5.04,5.11,5.03,5.07,5.06,0.01,0.1976,481611.1,244558.754
000166.SZ,20250120,5.11,5.15,5.06,5.07,5.07,0.0,0.0,543366.45,276887.848
000166.SZ,20250121,5.11,5.11,5.05,5.08,5.07,0.01,0.1972,468639.83,238019.116
000166.SZ,20250122,5.05,5.08,5.0,5.07,5.08,-0.01,-0.1969,544484.29,274613.674
000166.SZ,20250123,5.15,5.22,5.1,5.11,5.07,0.04,0.789,921153.1,474717.444
000166.SZ,20250124,5.09,5.16,5.08,5.09,5.11,-0.02,-0.3914,803293.94,411278.627
000166.SZ,20250127,5.09,5.11,5.01,5.01,5.09,-0.08,-1.5717,674003.39,340463.376
000166.SZ,20250205,5.04,5.08,5.01,5.03,5.01,0.02,0.3992,612810.45,309246.656
000166.SZ,20250206,5.02,5.06,4.95,5.06,5.03,0.03,0.5964,1013979.92,508058.755
000166.SZ,20250207,5.04,5.23,5.03,5.15,5.06,0.09,1.7787,1303757.44,669150.645
000166.SZ,20250210,5.15,5.22,5.14,5.18,5.15,0.03,0.5825,676603.92,350122.614
000166.SZ,20250211,5.17,5.18,5.09,5.13,5.18,-0.05,-0.9653,576832.33,295528.214
000166.SZ,20250212,5.13,5.21,5.1,5.19,5.13,0.06,1.1696,687641.58,353665.391
000166.SZ,20250213,5.19,5.23,5.15,5.16,5.19,-0.03,-0.578,804502.19,417151.595
000166.SZ,20250214,5.15,5.18,5.12,5.17,5.16,0.01,0.1938,517303.66,266771.924
000166.SZ,20250217,5.27,5.33,5.2,5.23,5.17,0.06,1.1605,1252039.53,659679.801
000166.SZ,20250218,5.22,5.23,5.1,5.12,5.23,-0.11,-2.1033,761853.24,393661.389
000166.SZ,20250219,5.11,5.19,5.09,5.17,5.12,0.05,0.9766,760183.23,391444.585
000166.SZ,20250220,5.16,5.17,5.11,5.13,5.17,-0.04,-0.7737,592379.0,304112.889
